variable,cycle,table,raw_name,weight,description,category,in_dataset,units,chemical_family
DSQIVB12,2011-2012,DSQIDS_G,,,Vitamin B12 (mcg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVB12,2013-2014,DSQIDS_H,,,Vitamin B12 (mcg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVB12,2015-2016,DSQIDS_I,,,Vitamin B12 (mcg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVB12,2017-2018,DSQIDS_J,,,Vitamin B12 (mcg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVB2,2007-2008,DSQIDS_E,,,Riboflavin (Vitamin B2) (mg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVB2,2009-2010,DSQIDS_F,,,Riboflavin (Vitamin B2) (mg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVB2,2011-2012,DSQIDS_G,,,Riboflavin (Vitamin B2) (mg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVB2,2013-2014,DSQIDS_H,,,Riboflavin (Vitamin B2) (mg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVB2,2015-2016,DSQIDS_I,,,Riboflavin (Vitamin B2) (mg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVB2,2017-2018,DSQIDS_J,,,Riboflavin (Vitamin B2) (mg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVB6,2007-2008,DSQIDS_E,,,Vitamin B6 (mg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVB6,2009-2010,DSQIDS_F,,,Vitamin B6 (mg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVB6,2011-2012,DSQIDS_G,,,Vitamin B6 (mg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVB6,2013-2014,DSQIDS_H,,,Vitamin B6 (mg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVB6,2015-2016,DSQIDS_I,,,Vitamin B6 (mg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVB6,2017-2018,DSQIDS_J,,,Vitamin B6 (mg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVC,2007-2008,DSQIDS_E,,,Vitamin C (mg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVC,2009-2010,DSQIDS_F,,,Vitamin C (mg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVC,2011-2012,DSQIDS_G,,,Vitamin C (mg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVC,2013-2014,DSQIDS_H,,,Vitamin C (mg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVC,2015-2016,DSQIDS_I,,,Vitamin C (mg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVC,2017-2018,DSQIDS_J,,,Vitamin C (mg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVD,2007-2008,DSQIDS_E,,,Vitamin D (D2 + D3) (mcg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVD,2009-2010,DSQIDS_F,,,Vitamin D (D2 + D3) (mcg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVD,2011-2012,DSQIDS_G,,,Vitamin D (D2 + D3) (mcg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVD,2013-2014,DSQIDS_H,,,Vitamin D (D2 + D3) (mcg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVD,2015-2016,DSQIDS_I,,,Vitamin D (D2 + D3) (mcg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVD,2017-2018,DSQIDS_J,,,Vitamin D (D2 + D3) (mcg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVK,2007-2008,DSQIDS_E,,,Vitamin K (mcg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVK,2009-2010,DSQIDS_F,,,Vitamin K (mcg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVK,2011-2012,DSQIDS_G,,,Vitamin K (mcg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIVK,2013-2014,DSQIDS_H,,,Vitamin K (mcg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVK,2015-2016,DSQIDS_I,,,Vitamin K (mcg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIVK,2017-2018,DSQIDS_J,,,Vitamin K (mcg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIZINC,2007-2008,DSQIDS_E,,,Zinc (mg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIZINC,2009-2010,DSQIDS_F,,,Zinc (mg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIZINC,2011-2012,DSQIDS_G,,,Zinc (mg),Dietary Supplement Use 30 Day - Individual Dietary Supplements,DIETARY,,
DSQIZINC,2013-2014,DSQIDS_H,,,Zinc (mg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIZINC,2015-2016,DSQIDS_I,,,Zinc (mg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQIZINC,2017-2018,DSQIDS_J,,,Zinc (mg),Dietary Supplement Use 30-Day - Individual Dietary Supplements,DIETARY,,
DSQTCAFF,2007-2008,DSQTOT_E,,,Caffeine (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCAFF,2009-2010,DSQTOT_F,,,Caffeine (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCAFF,2011-2012,DSQTOT_G,,,Caffeine (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCAFF,2013-2014,DSQTOT_H,,,Caffeine (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCAFF,2015-2016,DSQTOT_I,,,Caffeine (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCAFF,2017-2018,DSQTOT_J,,,Caffeine (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCALC,2007-2008,DSQTOT_E,,,Calcium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCALC,2009-2010,DSQTOT_F,,,Calcium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCALC,2011-2012,DSQTOT_G,,,Calcium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCALC,2013-2014,DSQTOT_H,,,Calcium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCALC,2015-2016,DSQTOT_I,,,Calcium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCALC,2017-2018,DSQTOT_J,,,Calcium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCARB,2007-2008,DSQTOT_E,,,Carbohydrate (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCARB,2009-2010,DSQTOT_F,,,Carbohydrate (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCARB,2011-2012,DSQTOT_G,,,Carbohydrate (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCARB,2013-2014,DSQTOT_H,,,Carbohydrate (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCARB,2015-2016,DSQTOT_I,,,Carbohydrate (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCARB,2017-2018,DSQTOT_J,,,Carbohydrate (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCHL,2007-2008,DSQTOT_E,,,Total choline (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCHL,2009-2010,DSQTOT_F,,,Total choline (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCHL,2011-2012,DSQTOT_G,,,Total choline (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCHL,2013-2014,DSQTOT_H,,,Total choline (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCHL,2015-2016,DSQTOT_I,,,Total choline (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCHL,2017-2018,DSQTOT_J,,,Total choline (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCHOL,2007-2008,DSQTOT_E,,,Cholesterol (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCHOL,2009-2010,DSQTOT_F,,,Cholesterol (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCHOL,2011-2012,DSQTOT_G,,,Cholesterol (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCHOL,2013-2014,DSQTOT_H,,,Cholesterol (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCHOL,2015-2016,DSQTOT_I,,,Cholesterol (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCHOL,2017-2018,DSQTOT_J,,,Cholesterol (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCOPP,2007-2008,DSQTOT_E,,,Copper (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCOPP,2009-2010,DSQTOT_F,,,Copper (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCOPP,2011-2012,DSQTOT_G,,,Copper (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCOPP,2013-2014,DSQTOT_H,,,Copper (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCOPP,2015-2016,DSQTOT_I,,,Copper (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTCOPP,2017-2018,DSQTOT_J,,,Copper (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFA,2007-2008,DSQTOT_E,,,Folic acid (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFA,2009-2010,DSQTOT_F,,,Folic acid (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFA,2011-2012,DSQTOT_G,,,Folic acid (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFA,2013-2014,DSQTOT_H,,,Folic acid (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFA,2015-2016,DSQTOT_I,,,Folic acid (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFA,2017-2018,DSQTOT_J,,,Folic acid (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFDFE,2007-2008,DSQTOT_E,,,"Folate, DFE (mcg)",Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFDFE,2009-2010,DSQTOT_F,,,"Folate, DFE (mcg)",Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFDFE,2011-2012,DSQTOT_G,,,"Folate, DFE (mcg)",Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFDFE,2013-2014,DSQTOT_H,,,"Folate, DFE (mcg)",Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFDFE,2015-2016,DSQTOT_I,,,"Folate, DFE (mcg)",Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFDFE,2017-2018,DSQTOT_J,,,"Folate, DFE (mcg)",Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFIBE,2007-2008,DSQTOT_E,,,Dietary fiber (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFIBE,2009-2010,DSQTOT_F,,,Dietary fiber (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFIBE,2011-2012,DSQTOT_G,,,Dietary fiber (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFIBE,2013-2014,DSQTOT_H,,,Dietary fiber (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFIBE,2015-2016,DSQTOT_I,,,Dietary fiber (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTFIBE,2017-2018,DSQTOT_J,,,Dietary fiber (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTIODI,2011-2012,DSQTOT_G,,,Iodine (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTIODI,2013-2014,DSQTOT_H,,,Iodine (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTIODI,2015-2016,DSQTOT_I,,,Iodine (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTIODI,2017-2018,DSQTOT_J,,,Iodine (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTIRON,2007-2008,DSQTOT_E,,,Iron (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTIRON,2009-2010,DSQTOT_F,,,Iron (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTIRON,2011-2012,DSQTOT_G,,,Iron (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTIRON,2013-2014,DSQTOT_H,,,Iron (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTIRON,2015-2016,DSQTOT_I,,,Iron (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTIRON,2017-2018,DSQTOT_J,,,Iron (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTKCAL,2007-2008,DSQTOT_E,,,Energy (kcal),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTKCAL,2009-2010,DSQTOT_F,,,Energy (kcal),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTKCAL,2011-2012,DSQTOT_G,,,Energy (kcal),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTKCAL,2013-2014,DSQTOT_H,,,Energy (kcal),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTKCAL,2015-2016,DSQTOT_I,,,Energy (kcal),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTKCAL,2017-2018,DSQTOT_J,,,Energy (kcal),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTLYCO,2007-2008,DSQTOT_E,,,Lycopene (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTLYCO,2009-2010,DSQTOT_F,,,Lycopene (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTLYCO,2011-2012,DSQTOT_G,,,Lycopene (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTLYCO,2013-2014,DSQTOT_H,,,Lycopene (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTLYCO,2015-2016,DSQTOT_I,,,Lycopene (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTLYCO,2017-2018,DSQTOT_J,,,Lycopene (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTLZ,2007-2008,DSQTOT_E,,,Lutein + zeaxanthin (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTLZ,2009-2010,DSQTOT_F,,,Lutein + zeaxanthin (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTLZ,2011-2012,DSQTOT_G,,,Lutein + zeaxanthin (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTLZ,2013-2014,DSQTOT_H,,,Lutein + zeaxanthin (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTLZ,2015-2016,DSQTOT_I,,,Lutein + zeaxanthin (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTLZ,2017-2018,DSQTOT_J,,,Lutein + zeaxanthin (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTMAGN,2007-2008,DSQTOT_E,,,Magnesium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTMAGN,2009-2010,DSQTOT_F,,,Magnesium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTMAGN,2011-2012,DSQTOT_G,,,Magnesium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTMAGN,2013-2014,DSQTOT_H,,,Magnesium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTMAGN,2015-2016,DSQTOT_I,,,Magnesium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTMAGN,2017-2018,DSQTOT_J,,,Magnesium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTMFAT,2007-2008,DSQTOT_E,,,Total monosaturated fatty acids (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTMFAT,2009-2010,DSQTOT_F,,,Total monosaturated fatty acids (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTMFAT,2011-2012,DSQTOT_G,,,Total monosaturated fatty acids (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTMFAT,2013-2014,DSQTOT_H,,,Total monosaturated fatty acids (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTMFAT,2015-2016,DSQTOT_I,,,Total monosaturated fatty acids (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTMFAT,2017-2018,DSQTOT_J,,,Total monosaturated fatty acids (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTNIAC,2007-2008,DSQTOT_E,,,Niacin (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTNIAC,2009-2010,DSQTOT_F,,,Niacin (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTNIAC,2011-2012,DSQTOT_G,,,Niacin (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTNIAC,2013-2014,DSQTOT_H,,,Niacin (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTNIAC,2015-2016,DSQTOT_I,,,Niacin (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTNIAC,2017-2018,DSQTOT_J,,,Niacin (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPFAT,2007-2008,DSQTOT_E,,,Total polyunsaturated fatty acids (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPFAT,2009-2010,DSQTOT_F,,,Total polyunsaturated fatty acids (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPFAT,2011-2012,DSQTOT_G,,,Total polyunsaturated fatty acids (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPFAT,2013-2014,DSQTOT_H,,,Total polyunsaturated fatty acids (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPFAT,2015-2016,DSQTOT_I,,,Total polyunsaturated fatty acids (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPFAT,2017-2018,DSQTOT_J,,,Total polyunsaturated fatty acids (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPHOS,2007-2008,DSQTOT_E,,,Phosphorus (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPHOS,2009-2010,DSQTOT_F,,,Phosphorus (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPHOS,2011-2012,DSQTOT_G,,,Phosphorus (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPHOS,2013-2014,DSQTOT_H,,,Phosphorus (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPHOS,2015-2016,DSQTOT_I,,,Phosphorus (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPHOS,2017-2018,DSQTOT_J,,,Phosphorus (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPOTA,2007-2008,DSQTOT_E,,,Potassium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPOTA,2009-2010,DSQTOT_F,,,Potassium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPOTA,2011-2012,DSQTOT_G,,,Potassium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPOTA,2013-2014,DSQTOT_H,,,Potassium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPOTA,2015-2016,DSQTOT_I,,,Potassium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPOTA,2017-2018,DSQTOT_J,,,Potassium (mg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPROT,2007-2008,DSQTOT_E,,,Protein (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPROT,2009-2010,DSQTOT_F,,,Protein (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPROT,2011-2012,DSQTOT_G,,,Protein (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPROT,2013-2014,DSQTOT_H,,,Protein (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPROT,2015-2016,DSQTOT_I,,,Protein (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTPROT,2017-2018,DSQTOT_J,,,Protein (gm),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTSELE,2007-2008,DSQTOT_E,,,Selenium (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTSELE,2009-2010,DSQTOT_F,,,Selenium (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTSELE,2011-2012,DSQTOT_G,,,Selenium (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTSELE,2013-2014,DSQTOT_H,,,Selenium (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTSELE,2015-2016,DSQTOT_I,,,Selenium (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
DSQTSELE,2017-2018,DSQTOT_J,,,Selenium (mcg),Dietary Supplement Use 30-Day - Total Dietary Supplements,DIETARY,,
